Station ID,Date,Time,Temperature
Armavir,07/18/2022,09:00:00,308.55
Armavir,07/18/2022,12:00:00,311.75
Armavir,07/19/2022,00:00:00,299.15
Armavir,07/19/2022,09:00:00,307.85
Armavir,07/19/2022,12:00:00,308.95
Armavir,07/20/2022,00:00:00,294.15
Armavir,07/20/2022,09:00:00,307.95
Armavir,07/20/2022,12:00:00,308.15
Armavir,07/21/2022,00:00:00,297.15
Armavir,07/21/2022,09:00:00,306.35
Armavir,07/21/2022,12:00:00,307.55
Armavir,07/22/2022,00:00:00,295.75
Armavir,07/22/2022,09:00:00,307.35
Armavir,07/22/2022,12:00:00,305.45
Armavir,07/23/2022,00:00:00,294.15
Armavir,07/23/2022,09:00:00,304.45
Armavir,07/23/2022,12:00:00,306.15
Armavir,07/24/2022,00:00:00,289.65
Armavir,07/24/2022,09:00:00,302.75
Armavir,07/24/2022,12:00:00,303.15
Armavir,07/25/2022,00:00:00,292.15
Armavir,07/25/2022,09:00:00,301.15
Armavir,07/25/2022,12:00:00,303.35
Armavir,07/26/2022,00:00:00,292.55
Armavir,07/26/2022,09:00:00,302.75
Armavir,07/26/2022,12:00:00,305.65
Armavir,07/27/2022,00:00:00,290.95
Armavir,07/27/2022,09:00:00,304.85
Armavir,07/27/2022,12:00:00,306.35
Armavir,07/28/2022,00:00:00,294.95
Armavir,07/28/2022,09:00:00,304.95
Armavir,07/28/2022,12:00:00,307.15
Armavir,07/29/2022,00:00:00,295.35
Armavir,07/29/2022,09:00:00,305.55
Armavir,07/29/2022,12:00:00,308.35
Armavir,07/30/2022,00:00:00,294.95
Armavir,07/30/2022,09:00:00,305.35
Armavir,07/30/2022,12:00:00,308.75
Armavir,07/31/2022,00:00:00,292.95
Armavir,07/31/2022,09:00:00,304.95
Armavir,07/31/2022,12:00:00,307.95
Armavir,08/01/2022,00:00:00,292.35
Armavir,08/01/2022,09:00:00,305.95
Armavir,08/01/2022,12:00:00,307.95
Armavir,08/02/2022,00:00:00,293.55
Armavir,08/02/2022,09:00:00,306.15
Armavir,08/02/2022,12:00:00,308.95
Armavir,08/03/2022,00:00:00,293.15
Armavir,08/03/2022,09:00:00,308.35
Armavir,08/03/2022,12:00:00,309.15
Armavir,08/04/2022,00:00:00,296.15
Armavir,08/04/2022,09:00:00,307.15
Armavir,08/04/2022,12:00:00,307.55
Armavir,08/05/2022,00:00:00,294.75
Armavir,08/05/2022,09:00:00,306.75
Armavir,08/05/2022,12:00:00,308.35
Armavir,08/06/2022,00:00:00,296.35
Armavir,08/06/2022,09:00:00,305.35
Armavir,08/06/2022,12:00:00,306.55
Armavir,08/07/2022,00:00:00,295.15
Armavir,08/07/2022,09:00:00,304.35
Armavir,08/07/2022,12:00:00,307.15
Armavir,08/08/2022,00:00:00,294.15
Armavir,08/08/2022,09:00:00,303.95
Armavir,08/08/2022,12:00:00,302.75
Armavir,08/09/2022,00:00:00,293.75
Armavir,08/09/2022,09:00:00,302.75
Armavir,08/09/2022,12:00:00,305.15
Armavir,08/10/2022,00:00:00,294.75
Armavir,08/10/2022,09:00:00,304.35
Armavir,08/10/2022,12:00:00,306.35
Armavir,08/11/2022,00:00:00,292.75
Armavir,08/11/2022,09:00:00,304.15
Armavir,08/11/2022,12:00:00,307.15
Armavir,08/12/2022,00:00:00,292.15
Armavir,08/12/2022,09:00:00,306.35
Armavir,08/12/2022,12:00:00,307.95
Armavir,08/13/2022,00:00:00,292.65
Armavir,08/13/2022,09:00:00,305.15
Armavir,08/13/2022,12:00:00,297.75
Armavir,08/14/2022,00:00:00,292.15
Armavir,08/14/2022,09:00:00,305.15
Armavir,08/14/2022,12:00:00,307.15
Armavir,08/15/2022,00:00:00,295.15
Armavir,08/15/2022,09:00:00,307.35
Armavir,08/15/2022,12:00:00,309.75
Armavir,08/16/2022,00:00:00,294.75
Armavir,08/16/2022,09:00:00,308.85
Armavir,08/16/2022,12:00:00,310.55
Armavir,08/17/2022,00:00:00,291.35
Armavir,08/17/2022,09:00:00,307.15
Armavir,08/17/2022,12:00:00,310.15
Armavir,08/18/2022,00:00:00,297.35
Armavir,08/18/2022,09:00:00,307.35
Armavir,08/18/2022,12:00:00,310.35
Armavir,08/19/2022,00:00:00,296.95
Armavir,08/19/2022,09:00:00,306.35
Armavir,08/19/2022,12:00:00,309.35
Armavir,08/20/2022,00:00:00,297.15
Armavir,08/20/2022,09:00:00,306.55
Armavir,08/20/2022,12:00:00,307.55
Armavir,08/21/2022,00:00:00,298.85
Armavir,08/21/2022,09:00:00,304.35
Armavir,08/21/2022,12:00:00,306.55
Armavir,08/22/2022,00:00:00,293.95
Armavir,08/22/2022,09:00:00,304.15
Armavir,08/22/2022,12:00:00,306.35
Armavir,08/23/2022,00:00:00,293.15
Armavir,08/23/2022,09:00:00,303.75
Armavir,08/23/2022,12:00:00,305.15
Armavir,08/24/2022,00:00:00,292.15
Armavir,08/24/2022,09:00:00,302.95
Armavir,08/24/2022,12:00:00,304.85
Armavir,08/25/2022,00:00:00,293.15
Armavir,08/25/2022,09:00:00,302.15
Armavir,08/25/2022,12:00:00,305.75
Armavir,08/26/2022,00:00:00,293.15
Armavir,08/26/2022,09:00:00,303.15
Armavir,08/26/2022,12:00:00,306.15
Armavir,08/27/2022,00:00:00,293.95
Armavir,08/27/2022,09:00:00,305.35
Armavir,08/27/2022,12:00:00,306.95
Armavir,08/28/2022,00:00:00,294.15
Armavir,08/28/2022,09:00:00,305.35
Armavir,08/28/2022,12:00:00,307.55
Armavir,08/29/2022,00:00:00,294.75
Armavir,08/29/2022,09:00:00,304.55
Armavir,08/29/2022,12:00:00,307.95
Armavir,08/30/2022,00:00:00,291.75
Armavir,08/30/2022,09:00:00,305.65
Armavir,08/30/2022,12:00:00,307.15
Armavir,08/31/2022,00:00:00,289.75
Armavir,08/31/2022,09:00:00,306.55
Armavir,08/31/2022,12:00:00,307.75
Armavir,09/01/2022,00:00:00,289.75
Armavir,09/01/2022,09:00:00,306.95
Armavir,09/01/2022,12:00:00,308.75
Armavir,09/02/2022,00:00:00,292.95
Armavir,09/02/2022,09:00:00,306.65
Armavir,09/02/2022,12:00:00,309.95
Armavir,09/03/2022,00:00:00,295.15
Armavir,09/03/2022,09:00:00,306.75
Armavir,09/03/2022,12:00:00,308.55
Armavir,09/04/2022,00:00:00,294.35
Armavir,09/04/2022,09:00:00,307.15
Armavir,09/04/2022,12:00:00,308.95
Armavir,09/05/2022,00:00:00,291.15
Armavir,09/05/2022,09:00:00,306.35
Armavir,09/05/2022,12:00:00,306.75
Armavir,09/06/2022,00:00:00,295.15
Armavir,09/06/2022,09:00:00,302.95
Armavir,09/06/2022,12:00:00,304.35
Armavir,09/07/2022,00:00:00,288.15
Armavir,09/07/2022,09:00:00,289.75
Armavir,09/07/2022,12:00:00,299.95
Armavir,09/08/2022,00:00:00,288.55
Armavir,09/08/2022,09:00:00,298.15
Armavir,09/08/2022,12:00:00,300.75
Armavir,09/09/2022,00:00:00,286.15
Armavir,09/09/2022,09:00:00,298.15
Armavir,09/09/2022,12:00:00,302.55
Armavir,09/10/2022,00:00:00,283.95
Armavir,09/10/2022,09:00:00,299.35
Armavir,09/10/2022,12:00:00,302.35
Armavir,09/11/2022,00:00:00,287.55
Armavir,09/11/2022,09:00:00,299.95
Armavir,09/11/2022,12:00:00,301.35
Armavir,09/12/2022,00:00:00,289.75
Armavir,09/12/2022,09:00:00,299.55
Armavir,09/12/2022,12:00:00,302.55
Armavir,09/13/2022,00:00:00,288.15
Armavir,09/13/2022,09:00:00,301.75
Armavir,09/13/2022,12:00:00,304.55
Armavir,09/14/2022,00:00:00,296.15
Armavir,09/14/2022,09:00:00,301.35
Armavir,09/14/2022,12:00:00,301.65
Armavir,09/15/2022,00:00:00,288.75
Armavir,09/15/2022,09:00:00,298.75
Armavir,09/15/2022,12:00:00,300.35
Armavir,09/16/2022,00:00:00,283.55
Armavir,09/16/2022,09:00:00,301.75
Armavir,09/16/2022,12:00:00,304.55
Armavir,09/17/2022,00:00:00,292.15
Armavir,09/17/2022,09:00:00,302.35
Armavir,09/17/2022,12:00:00,304.75
Armavir,09/18/2022,00:00:00,288.55
Armavir,09/18/2022,09:00:00,303.55
Armavir,09/18/2022,12:00:00,305.15
Armavir,09/19/2022,00:00:00,290.55
Armavir,09/19/2022,09:00:00,303.75
Armavir,09/19/2022,12:00:00,306.15
Armavir,09/20/2022,00:00:00,290.95
Armavir,09/20/2022,09:00:00,303.95
Armavir,09/20/2022,12:00:00,306.15
Armavir,09/21/2022,00:00:00,287.75
Armavir,09/21/2022,09:00:00,301.55
Armavir,09/21/2022,12:00:00,304.15
Armavir,09/22/2022,00:00:00,293.75
Armavir,09/22/2022,09:00:00,297.95
Armavir,09/22/2022,12:00:00,298.15
Armavir,09/23/2022,00:00:00,287.75
Armavir,09/23/2022,09:00:00,295.75
Armavir,09/23/2022,12:00:00,299.95
Armavir,09/24/2022,00:00:00,287.95
Armavir,09/24/2022,09:00:00,297.95
Armavir,09/24/2022,12:00:00,300.75
Armavir,09/25/2022,00:00:00,287.95
Armavir,09/25/2022,09:00:00,294.15
Armavir,09/25/2022,12:00:00,296.55
Armavir,09/26/2022,00:00:00,279.95
Armavir,09/26/2022,09:00:00,295.15
Armavir,09/26/2022,12:00:00,297.35
Armavir,09/27/2022,00:00:00,279.75
Armavir,09/27/2022,09:00:00,297.95
Armavir,09/27/2022,12:00:00,300.35
Armavir,09/28/2022,00:00:00,282.95
Armavir,09/28/2022,09:00:00,299.75
Armavir,09/28/2022,12:00:00,301.95
Armavir,09/29/2022,00:00:00,283.75
Armavir,09/29/2022,09:00:00,301.55
Armavir,09/29/2022,12:00:00,303.15
Armavir,09/30/2022,00:00:00,284.15
Armavir,09/30/2022,09:00:00,302.35
Armavir,09/30/2022,12:00:00,302.95
Armavir,10/01/2022,00:00:00,286.15
Armavir,10/01/2022,09:00:00,300.95
Armavir,10/01/2022,12:00:00,302.75
Armavir,10/02/2022,00:00:00,286.35
Armavir,10/02/2022,09:00:00,298.35
Armavir,10/02/2022,12:00:00,300.15
Armavir,10/03/2022,00:00:00,285.15
Armavir,10/03/2022,09:00:00,298.15
Armavir,10/03/2022,12:00:00,298.55
Armavir,10/04/2022,00:00:00,285.15
Armavir,10/04/2022,09:00:00,299.15
Armavir,10/04/2022,12:00:00,301.55
Armavir,10/05/2022,00:00:00,283.15
Armavir,10/05/2022,09:00:00,300.95
Armavir,10/05/2022,12:00:00,302.75
Armavir,10/06/2022,00:00:00,285.55
Armavir,10/06/2022,09:00:00,299.75
Armavir,10/06/2022,12:00:00,303.15
Armavir,10/07/2022,00:00:00,285.15
Armavir,10/07/2022,09:00:00,298.35
Armavir,10/07/2022,12:00:00,299.95
Armavir,10/08/2022,00:00:00,288.55
Armavir,10/08/2022,09:00:00,297.55
Armavir,10/08/2022,12:00:00,298.95
Armavir,10/09/2022,00:00:00,286.15
Armavir,10/09/2022,09:00:00,290.55
Armavir,10/09/2022,12:00:00,289.15
Armavir,10/10/2022,00:00:00,284.95
Armavir,10/10/2022,09:00:00,294.55
Armavir,10/10/2022,12:00:00,297.35
Amasia,06/01/2022,00:00:00,282.85
Amasia,06/01/2022,09:00:00,292.95
Amasia,06/01/2022,12:00:00,293.35
Amasia,06/02/2022,00:00:00,280.15
Amasia,06/02/2022,09:00:00,293.45
Amasia,06/02/2022,12:00:00,295.65
Amasia,06/03/2022,00:00:00,282.75
Amasia,06/03/2022,09:00:00,293.05
Amasia,06/03/2022,12:00:00,294.85
Amasia,06/04/2022,00:00:00,288.65
Amasia,06/04/2022,09:00:00,295.15
Amasia,06/04/2022,12:00:00,298.25
Amasia,06/05/2022,00:00:00,285.35
Amasia,06/05/2022,09:00:00,295.95
Amasia,06/05/2022,12:00:00,298.75
Amasia,06/06/2022,00:00:00,283.35
Amasia,06/06/2022,09:00:00,296.15
Amasia,06/06/2022,12:00:00,298.45
Amasia,06/07/2022,00:00:00,289.45
Amasia,06/07/2022,09:00:00,294.15
Amasia,06/07/2022,12:00:00,290.85
Amasia,06/08/2022,00:00:00,284.75
Amasia,06/08/2022,09:00:00,294.35
Amasia,06/08/2022,12:00:00,292.75
Amasia,06/09/2022,00:00:00,282.85
Amasia,06/09/2022,09:00:00,292.95
Amasia,06/09/2022,12:00:00,284.75
Amasia,06/10/2022,00:00:00,282.15
Amasia,06/10/2022,09:00:00,291.35
Amasia,06/10/2022,12:00:00,293.65
Amasia,06/11/2022,00:00:00,283.95
Amasia,06/11/2022,09:00:00,286.35
Amasia,06/11/2022,12:00:00,288.45
Amasia,06/12/2022,00:00:00,280.25
Amasia,06/12/2022,09:00:00,290.65
Amasia,06/12/2022,12:00:00,285.55
Amasia,06/13/2022,00:00:00,281.65
Amasia,06/13/2022,09:00:00,290.75
Amasia,06/13/2022,12:00:00,293.25
Amasia,06/14/2022,00:00:00,284.95
Amasia,06/14/2022,09:00:00,288.35
Amasia,06/14/2022,12:00:00,287.95
Amasia,06/15/2022,00:00:00,281.55
Amasia,06/15/2022,09:00:00,291.95
Amasia,06/15/2022,12:00:00,292.35
Amasia,06/16/2022,00:00:00,281.15
Amasia,06/16/2022,09:00:00,290.65
Amasia,06/16/2022,12:00:00,292.85
Amasia,06/17/2022,00:00:00,284.75
Amasia,06/17/2022,09:00:00,293.35
Amasia,06/17/2022,12:00:00,293.95
Amasia,06/18/2022,00:00:00,284.55
Amasia,06/18/2022,09:00:00,291.55
Amasia,06/18/2022,12:00:00,291.95
Amasia,06/19/2022,00:00:00,285.15
Amasia,06/19/2022,09:00:00,293.75
Amasia,06/19/2022,12:00:00,294.25
Amasia,06/20/2022,00:00:00,287.25
Amasia,06/20/2022,09:00:00,291.05
Amasia,06/20/2022,12:00:00,293.25
Amasia,06/21/2022,00:00:00,285.55
Amasia,06/21/2022,09:00:00,295.65
Amasia,06/21/2022,12:00:00,297.65
Amasia,06/22/2022,00:00:00,284.95
Amasia,06/22/2022,09:00:00,289.55
Amasia,06/22/2022,12:00:00,288.35
Amasia,06/23/2022,00:00:00,282.95
Amasia,06/23/2022,09:00:00,286.95
Amasia,06/23/2022,12:00:00,285.75
Amasia,06/24/2022,00:00:00,280.75
Amasia,06/24/2022,09:00:00,290.35
Amasia,06/24/2022,12:00:00,291.45
Amasia,06/25/2022,00:00:00,281.65
Amasia,06/25/2022,09:00:00,285.35
Amasia,06/25/2022,12:00:00,291.25
Amasia,06/26/2022,00:00:00,283.45
Amasia,06/26/2022,09:00:00,286.35
Amasia,06/26/2022,12:00:00,285.95
Amasia,06/27/2022,00:00:00,281.15
Amasia,06/27/2022,09:00:00,292.25
Amasia,06/27/2022,12:00:00,291.65
Amasia,06/28/2022,00:00:00,282.35
Amasia,06/28/2022,09:00:00,294.85
Amasia,06/28/2022,12:00:00,296.25
Amasia,06/29/2022,00:00:00,287.15
Amasia,06/29/2022,09:00:00,294.25
Amasia,06/29/2022,12:00:00,293.65
Amasia,06/30/2022,00:00:00,286.55
Amasia,06/30/2022,09:00:00,294.25
Amasia,06/30/2022,12:00:00,294.05
Amasia,07/01/2022,00:00:00,286.45
Amasia,07/01/2022,09:00:00,294.35
Amasia,07/01/2022,12:00:00,294.25
Amasia,07/02/2022,00:00:00,286.95
Amasia,07/02/2022,09:00:00,292.25
Amasia,07/02/2022,12:00:00,291.95
Amasia,07/03/2022,00:00:00,279.75
Amasia,07/03/2022,09:00:00,288.55
Amasia,07/03/2022,12:00:00,290.25
Amasia,07/04/2022,00:00:00,278.85
Amasia,07/04/2022,09:00:00,289.25
Amasia,07/04/2022,12:00:00,291.05
Amasia,07/05/2022,00:00:00,283.35
Amasia,07/05/2022,09:00:00,290.55
Amasia,07/05/2022,12:00:00,291.85
Amasia,07/06/2022,00:00:00,284.35
Amasia,07/06/2022,09:00:00,291.65
Amasia,07/06/2022,12:00:00,291.35
Amasia,07/07/2022,00:00:00,284.85
Amasia,07/07/2022,09:00:00,291.25
Amasia,07/07/2022,12:00:00,292.45
Amasia,07/08/2022,00:00:00,282.95
Amasia,07/08/2022,09:00:00,296.55
Amasia,07/08/2022,12:00:00,291.85
Amasia,07/09/2022,00:00:00,286.35
Amasia,07/09/2022,09:00:00,295.95
Amasia,07/09/2022,12:00:00,297.05
Amasia,07/10/2022,00:00:00,287.65
Amasia,07/10/2022,09:00:00,297.05
Amasia,07/10/2022,12:00:00,297.65
Amasia,07/11/2022,00:00:00,289.45
Amasia,07/11/2022,09:00:00,298.35
Amasia,07/11/2022,12:00:00,297.85
Amasia,07/12/2022,00:00:00,285.55
Amasia,07/12/2022,09:00:00,295.55
Amasia,07/12/2022,12:00:00,295.75
Amasia,07/13/2022,00:00:00,289.35
Amasia,07/13/2022,09:00:00,295.45
Amasia,07/13/2022,12:00:00,295.25
Amasia,07/14/2022,00:00:00,290.25
Amasia,07/14/2022,09:00:00,295.25
Amasia,07/14/2022,12:00:00,295.65
Amasia,07/15/2022,00:00:00,287.95
Amasia,07/15/2022,09:00:00,298.75
Amasia,07/15/2022,12:00:00,295.95
Amasia,07/16/2022,00:00:00,290.35
Amasia,07/16/2022,09:00:00,299.35
Amasia,07/16/2022,12:00:00,299.65
Amasia,07/17/2022,00:00:00,291.45
Amasia,07/17/2022,09:00:00,300.25
Amasia,07/17/2022,12:00:00,299.45
Amasia,07/18/2022,00:00:00,292.05
Amasia,07/18/2022,09:00:00,299.35
Amasia,07/18/2022,12:00:00,299.95
Amasia,07/19/2022,00:00:00,289.25
Amasia,07/19/2022,09:00:00,297.75
Amasia,07/19/2022,12:00:00,297.95
Amasia,07/20/2022,00:00:00,290.35
Amasia,07/20/2022,09:00:00,298.45
Amasia,07/20/2022,12:00:00,298.25
Amasia,07/21/2022,00:00:00,286.65
Amasia,07/21/2022,09:00:00,293.95
Amasia,07/21/2022,12:00:00,294.35
Amasia,07/22/2022,00:00:00,285.55
Amasia,07/22/2022,09:00:00,293.15
Amasia,07/22/2022,12:00:00,295.05
Amasia,07/23/2022,00:00:00,283.25
Amasia,07/23/2022,09:00:00,291.65
Amasia,07/23/2022,12:00:00,292.85
Amasia,07/24/2022,00:00:00,280.05
Amasia,07/24/2022,09:00:00,291.75
Amasia,07/24/2022,12:00:00,292.95
Amasia,07/25/2022,00:00:00,281.75
Amasia,07/25/2022,09:00:00,292.05
Amasia,07/25/2022,12:00:00,295.55
Amasia,07/26/2022,00:00:00,284.85
Amasia,07/26/2022,09:00:00,295.55
Amasia,07/26/2022,12:00:00,297.15
Amasia,07/27/2022,00:00:00,286.95
Amasia,07/27/2022,09:00:00,297.75
Amasia,07/27/2022,12:00:00,296.55
Amasia,07/28/2022,00:00:00,285.35
Amasia,07/28/2022,09:00:00,298.05
Amasia,07/28/2022,12:00:00,301.25
Amasia,07/29/2022,00:00:00,288.25
Amasia,07/29/2022,09:00:00,297.85
Amasia,07/29/2022,12:00:00,297.65
Amasia,07/30/2022,00:00:00,290.05
Amasia,07/30/2022,09:00:00,297.95
Amasia,07/30/2022,12:00:00,298.95
Amasia,07/31/2022,00:00:00,288.35
Amasia,07/31/2022,09:00:00,297.95
Amasia,07/31/2022,12:00:00,298.95
Amasia,08/01/2022,00:00:00,289.25
Amasia,08/01/2022,09:00:00,297.25
Amasia,08/01/2022,12:00:00,298.55
Amasia,08/02/2022,00:00:00,290.25
Amasia,08/02/2022,09:00:00,299.15
Amasia,08/02/2022,12:00:00,302.35
Amasia,08/03/2022,00:00:00,290.55
Amasia,08/03/2022,09:00:00,297.95
Amasia,08/03/2022,12:00:00,295.55
Amasia,08/04/2022,00:00:00,290.05
Amasia,08/04/2022,09:00:00,299.85
Amasia,08/04/2022,12:00:00,298.45
Amasia,08/05/2022,00:00:00,291.15
Amasia,08/05/2022,09:00:00,299.75
Amasia,08/05/2022,12:00:00,295.35
Amasia,08/06/2022,00:00:00,286.55
Amasia,08/06/2022,09:00:00,296.05
Amasia,08/06/2022,12:00:00,297.45
Amasia,08/07/2022,00:00:00,287.85
Amasia,08/07/2022,09:00:00,294.25
Amasia,08/07/2022,12:00:00,294.65
Amasia,08/08/2022,00:00:00,287.65
Amasia,08/08/2022,09:00:00,295.35
Amasia,08/08/2022,12:00:00,289.95
Amasia,08/09/2022,00:00:00,287.75
Amasia,08/09/2022,09:00:00,294.45
Amasia,08/09/2022,12:00:00,294.35
Amasia,08/10/2022,00:00:00,287.95
Amasia,08/10/2022,09:00:00,294.05
Amasia,08/10/2022,12:00:00,293.05
Amasia,08/11/2022,00:00:00,288.25
Amasia,08/11/2022,09:00:00,294.85
Amasia,08/11/2022,12:00:00,294.65
Amasia,08/12/2022,00:00:00,288.05
Amasia,08/12/2022,09:00:00,294.35
Amasia,08/12/2022,12:00:00,293.35
Amasia,08/13/2022,00:00:00,289.35
Amasia,08/13/2022,09:00:00,294.65
Amasia,08/13/2022,12:00:00,295.35
Amasia,08/14/2022,00:00:00,289.05
Amasia,08/14/2022,09:00:00,299.15
Amasia,08/14/2022,12:00:00,300.35
Amasia,08/15/2022,00:00:00,289.85
Amasia,08/15/2022,09:00:00,301.65
Amasia,08/15/2022,12:00:00,300.85
Amasia,08/16/2022,00:00:00,289.85
Amasia,08/16/2022,09:00:00,300.55
Amasia,08/16/2022,12:00:00,300.35
Amasia,08/17/2022,00:00:00,291.55
Amasia,08/17/2022,09:00:00,297.65
Amasia,08/17/2022,12:00:00,298.95
Amasia,08/18/2022,00:00:00,290.45
Amasia,08/18/2022,09:00:00,298.45
Amasia,08/18/2022,12:00:00,298.65
Amasia,08/19/2022,00:00:00,281.95
